s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,3.0,,,,3.0,,,,,
2.412,,,,,,,,,,,,2.432
,,0.996,,,1.016,,,,,,,
,3.0,,,,,,,,,,3.0,
,3.0,,,,,3.0,,,,,,
,2.332,,,1.812,,,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,3.0,,,,3.0,
3.0,,,3.0,,,,,,,,,
,,0.996,,,1.016,,,,,,,
,,,,,,1.008,,,,,,4.328
,,,3.0,,,3.0,,,,,,
,,,,,,,,,,,3.0,3.0
3.0,,,,,,3.0,,,,,,
,,,,,,2.988,,,,,3.008,
,,,,1.788,,,,,,,2.348,
,3.0,,,,,,,,,3.0,,
,,,,1.112,,,,,,,,2.832
,3.0,,,,,,,3.0,,,,
,,,,,1.016,,,,,,,0.996
,,,,,,3.0,,,,,3.0,
,,3.0,,,,,,,,,,3.0
3.0,,,,,,3.0,,,,,,
,,0.996,,,1.016,,,,,,,
,,,,,,,3.0,,3.0,,,
,,,3.0,,,,,,3.0,,,
,,,,,,,,,3.0,3.0,,
2.084,,,,2.104,,,,,,,,
,,,,,,,,3.0,,,,3.0
,3.004,,,,,,,,,,,2.984
,3.0,,,,,,3.0,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,3.004,,,2.984
,,3.0,,,,,3.0,,,,,
,,,,,,3.0,,,,,,3.0
,,,,,1.08,,,0.98,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,,3.024,,2.904
,,,3.0,,,,,,,3.0,,
3.0,,,,,,,,,,3.0,,
,,3.0,,,,,,,,3.0,,
,,,,,,,2.552,,,,,3.292
,3.0,,,,,,,,,,,3.0
,,,,,,,3.0,,,,,3.0
,,,,,,,,,,,3.0,3.0
,,2.748,,0.668,,,,,,,,
3.0,,,,,,,,,,,3.0,
,,3.0,,,,,,,,3.0,,
,,,,,,3.0,,,,,,3.0
,,,,,,,3.0,,,3.0,,
2.896,,,,,,,,,,2.896,,
,,3.0,,,,3.0,,,,,,
,,,,0.82,,,,,,,,2.9
,,,,,1.112,,,,0.972,,,
,,,3.0,,,,3.0,,,,,
,,3.0,,,,,,,,,3.0,
,,,3.0,,,,,,,3.0,,
,3.0,,,,,,,,3.0,,,
,,,3.0,,,,,,3.0,,,
3.0,,3.0,,,,,,,,,,
,,,,,,,,2.984,3.004,,,
,,,2.844,1.284,,,,,,,,
,0.976,,,,1.096,,,,,,,
,,,,,,,,3.0,,,,3.0
,,3.0,,,,3.0,,,,,,
,0.976,,,,1.096,,,,,,,
,3.0,3.0,,,,,,,,,,
2.228,,,,2.228,,,,,,,,
,,,,,,,,,,3.0,3.0,
2.732,,,,,,,,,2.752,,,
,,,,,,,3.0,,,3.0,,
,,2.092,,,,,1.992,,,,,
,,,,,3.016,,,,,0.496,,
,2.752,,,1.292,,,,,,,,
,3.0,,,,,,3.0,,,,,
2.172,,,,2.172,,,,,,,,
,,,,,,,,,2.996,1.796,,
,,,,,,,,3.0,,,,3.0
,,,,,1.016,,,,,,,0.996
,,1.112,1.072,,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,2.576,,,,,,,,,2.436,
,,,,1.608,,,,,,,2.648,
,,,3.0,,,,,,,,3.0,
,,,,,1.032,,0.992,,,,,
,,,3.632,,,2.052,,,,,,
,,,,,,,3.0,,,,,3.0
,,,,0.504,2.984,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,3.0,3.0,,,,,
,,3.0,,,,,,,,,,3.0
,2.736,,,,,,,,,2.716,,
3.0,,,,,,,,,,,,3.0
,,3.0,,,,,3.0,,,,,
,3.0,,,,,3.0,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,1.48,,,,,,,,2.44
,,,,,,3.0,3.0,,,,,
,,,,,,,,3.0,,,3.0,
,2.86,,2.78,,,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,0.504,2.984,,,,,,,
,,,,,,,,2.968,3.008,,,
2.268,,,,2.288,,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,3.0,,,,3.0,,,,,
,,,,,1.032,,0.992,,,,,
3.0,,,,,,,,3.0,,,,
,,,,,,,,,,,3.0,3.0
,3.02,,,,,,,,,,,2.92
3.0,,,3.0,,,,,,,,,
,,,,1.5,,,,,,,,2.56
,,,,,,,3.0,3.0,,,,
,,,,,3.016,,,,,0.496,,
,,2.728,,,,,,,,,2.628,
2.208,,,,2.208,,,,,,,,
3.0,,,,,,,,,,3.0,,
,,,,,1.016,,,,,,,0.996
,,,,2.0,,,,2.24,,,,
3.0,,,,,,,3.0,,,,,
,,,,0.48,3.08,,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,3.0,,,3.0,,
,3.0,,,,,,,,3.0,,,
0.996,,,,,1.016,,,,,,,
,,3.068,,,,,,,,0.828,,
,,,,2.116,,,,,,2.156,,
,,1.288,,,,,1.228,,,,,
,,,,0.524,2.904,,,,,,,
2.336,,,,2.336,,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,2.988,,3.008,,,
,,,,,,,,3.0,,3.0,,
,,,,,,,3.0,,,3.0,,
,3.0,,3.0,,,,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,,1.032,,0.992,,,,,
,2.744,,,0.884,,,,,,,,
,,,,,,3.0,,,,,3.0,
,3.0,,3.0,,,,,,,,,
,,,,,,,,3.0,,,3.0,
,,,,,,,,,3.0,,,3.0
3.0,,,,,,,,,,,,3.0
,,,,,,,3.0,,,,3.0,
,,,,,,,3.0,,,,3.0,
,,,,,,,,,,,2.932,2.932
,,,,,,3.0,3.0,,,,,
,,,,,,,,,,3.112,,2.552
,,3.0,,,,,,,,,,3.0
,,3.0,,,,,3.0,,,,,
,,3.0,,,,,,,,,,3.0
,,,,,,,,3.008,,2.508,,
,,,3.0,,,3.0,,,,,,
,,,,,1.112,,,0.972,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,3.0,,3.0,
,,3.0,,,,3.0,,,,,,
,3.0,,,,,,,3.0,,,,
,,,3.0,,,3.0,,,,,,
3.0,,,,,,,3.0,,,,,
,2.564,,,1.364,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,1.756,,,,2.536,,,,
,,,,,1.08,,,0.98,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,3.0,3.0,,,,
,,,,1.724,,,,,,,,2.384
,,,,,,,3.0,,,,,3.0
,,,,,,,,,3.0,,3.0,
,,,,,,,,,3.0,3.0,,
,,,,,,,,1.448,,,2.028,
,,,,,3.016,,,,,0.496,,
,,3.052,,,,,,,,1.532,,
,,,,,,,,,3.0,,3.0,
3.0,,,,,,,,3.0,,,,
,,,,1.16,,,,,2.74,,,
2.204,,,,2.204,,,,,,,,
,,,,,1.08,,,,,,0.98,
,,,,,,,,2.984,3.004,,,
,,3.0,,,,,,3.0,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,3.0,,,3.0,,,
,,2.676,,,,,,,2.656,,,
,,,0.972,,1.112,,,,,,,
,,,,,,,3.0,3.0,,,,
3.0,,,,,,,,,,,,3.0
,,,,,1.032,,0.992,,,,,
,,,,,,,,3.0,,,,3.0
,0.984,,,,1.064,,,,,,,
,,,,3.936,,1.596,,,,,,
,3.0,,,,,,,,3.0,,,
3.0,,3.0,,,,,,,,,,
3.0,,,,,,,,,,3.0,,
2.528,,,,,,,,,2.528,,,
,,,,,1.08,,,,,,0.98,
,,,3.0,,,3.0,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,,1.032,,0.992,,,,,
,,,,,1.08,,,,,,0.98,
2.252,,,,2.252,,,,,,,,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,3.0,
,,,,,5.0,0.0,,,,,,
,2.808,,,,,,,,2.808,,,
,,,,,3.016,,,,,0.496,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,3.0,,,3.0
,,,,,,,3.0,,3.0,,,
3.0,,,,,,,,,,,,3.0
3.0,,,,,,3.0,,,,,,
,,,3.0,,,,3.0,,,,,
,,,,1.62,,,,,,,,2.44
3.0,,,,,,,,,3.0,,,
,,2.888,,,,,,,,,,2.868
3.0,,,,,,,3.0,,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,,2.988,,3.008,,,
,3.0,,,,,,,,,,,3.0
,3.004,,2.964,,,,,,,,,
,,,,,,,,,3.0,,,3.0
,2.62,,,1.22,,,,,,,,
2.648,2.648,,,,,,,,,,,
,,,,0.496,3.016,,,,,,,
,,,,2.028,,,,2.468,,,,
,,,,,5.0,0.0,,,,,,
,,,0.492,,3.032,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,3.0,,,3.0,
,,3.0,,,,,,,,,,3.0
,1.368,2.288,,,,,,,,,,
,,,,,,,,3.0,3.0,,,
,,3.0,,,,,,3.0,,,,
,2.276,,,,,,,,,,2.456,
,2.584,,,,,,,2.084,,,,
,,,,,,,3.0,3.0,,,,
3.0,,,,,,3.0,,,,,,
,,,3.0,,,,3.0,,,,,
,,,0.492,,3.032,,,,,,,
,,,0.832,,,,,,,,,2.852
,,,,,,,,,3.0,3.0,,
,2.584,,,,,,,2.084,,,,
2.992,,,,,,,,,,,,2.992
3.0,,,,,,3.0,,,,,,
,,,,,,3.0,,,,3.0,,
,,3.0,,,,,,3.0,,,,
,1.78,,2.22,,,,,,,,,
,,,,,,,3.0,3.0,,,,
,,,,,,3.0,,,,3.0,,
,,,,,1.096,,,,0.976,,,
,1.36,,,,,,,,2.36,,,
3.0,,,,,,,,,,3.0,,
,,,,3.236,,,1.876,,,,,
,,,,,5.0,0.0,,,,,,
3.0,,,,,,,,,,,3.0,
,,,,,,3.0,,3.0,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,3.0,3.0,,,
,,,,,,3.0,,,,,,3.0
,,,2.336,1.756,,,,,,,,
,,,,,,,,3.0,,3.0,,
,,,,,5.0,0.0,,,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,3.0,3.0,,,,
,,,0.492,,3.032,,,,,,,
,,,,,,,,,,3.0,3.0,
,,,,,1.08,,,0.98,,,,
,,,,0.508,2.968,,,,,,,
,,,,1.812,,,,2.632,,,,
,1.56,,,,,,,,,,2.28,
,,,3.0,,,,,,3.0,,,
,,3.0,,0.62,,,,,,,,
,,,,,,,,,3.0,,,3.0
,,,,,,3.0,,,,,3.0,
,,3.0,,,,,,,,,3.0,
,,,,,,,2.604,,,3.264,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,2.332,,,2.412
,,3.0,,,,,,,,,3.0,
,,,,,,,,,3.0,3.0,,
0.996,,,,,1.016,,,,,,,
2.64,2.64,,,,,,,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,,,3.0,3.0
,,,,,,,,,,3.0,,3.0
3.0,,,,,,,,,,,3.0,
,,,0.504,,2.984,,,,,,,
,,,,,,,,,,2.836,3.036,
,,,,,,3.0,,,,3.0,,
3.0,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,3.0
,,,3.0,,,3.0,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,,,3.0,,,3.0,
,,3.0,,,,,,,,,,3.0
,,,,,,3.0,,,3.0,,,
,,,,3.896,,1.656,,,,,,
,,3.0,,,,3.0,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,2.988,,,,,3.008,
,,,,,,,3.0,,3.0,,,
,,,2.724,,,,,3.184,,,,
,,,,,,,3.0,3.0,,,,
,,,,,1.08,,,0.98,,,,
2.9,,,,,,,,,,,,2.9
,,,,1.092,,,,,,,,2.712
,,3.0,3.0,,,,,,,,,
,,,,,1.016,,,,,,,0.996
,,,,,1.096,,,,0.976,,,
,,,,,,3.0,,,3.0,,,
,,,,,,,,,3.0,3.0,,
,,,,1.244,,,,,,,,2.744
0.996,,,,,1.016,,,,,,,
,,2.948,,,,,,,2.948,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,3.0,,,,3.0,
,1.56,,,,,,,,,,2.28,
,,3.0,,,,,,,,,3.0,
,,,,,,3.0,,,,,3.0,
,,,2.752,1.412,,,,,,,,
,2.36,,,,,,,,3.12,,,
,,,3.0,,,,,,,,3.0,
,,,,0.456,3.176,,,,,,,
,0.988,,,,1.048,,,,,,,
,3.224,,1.804,,,,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,0.552,2.792,,,,,,,
3.0,,,,,,,,,,,3.0,
,2.36,,,,,,,,3.12,,,
,,0.992,,,1.032,,,,,,,
3.0,,,,,,,,3.0,,,,
,,2.98,,0.6,,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,,,2.768,2.968,,,
,,,,3.072,,,1.892,,,,,
,1.852,,,,,,,,,,,2.992
0.996,,,,,1.016,,,,,,,
3.0,,,,,,,,,,,,3.0
,,2.776,,0.756,,,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,,,3.0,3.0,,
,,,,0.912,,,,,2.992,,,
,,,,,,,,,2.984,3.004,,
,3.224,,1.804,,,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,2.264,,,,,,2.024,,
3.0,,,,,,,,,,,3.0,
3.0,,,,,,,,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,,,,,,,2.948,,,,3.028
,,,,,,,3.0,,,,3.0,
,,,,,,,2.988,,,,,3.008
,,,,,,3.0,,,3.0,,,
,,,,,,,3.0,,,,,3.0
,,,0.492,,3.032,,,,,,,
,1.852,,,,,,,,,,,2.992
,,0.992,,,1.032,,,,,,,
3.0,,3.0,,,,,,,,,,
3.0,,,,,,,,,,3.0,,
,,,,,4.936,,,,,0.016,,
,,3.0,,,,,,,,,3.0,
3.0,,3.0,,,,,,,,,,
,,,,1.848,,,,2.468,,,,
,,,,,,3.0,3.0,,,,,
,3.224,,1.804,,,,,,,,,
3.0,,,,,,,,,,3.0,,
,,3.0,,,,,,,,,3.0,
,,,3.0,,,,,,,,,3.0
,0.988,,,,1.048,,,,,,,
,2.588,,,,,,,2.668,,,,
,,,,,,,,3.0,,3.0,,
,,,,,1.096,,,,,,0.976,
,1.368,2.628,,,,,,,,,,
,0.988,,,,1.048,,,,,,,
,1.356,2.616,,,,,,,,,,
,,,,,1.064,,,,0.984,,,
,,,,,,,3.0,3.0,,,,
2.92,,,2.92,,,,,,,,,
,2.916,,,,,,1.876,,,,,
,1.936,,2.736,,,,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,,,3.0,3.0,,
,,,,,1.064,,,,0.984,,,
,,,,,1.08,,,0.98,,,,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,3.0,,,,,3.0
,,,,,,,,3.0,,,,3.0
,,,,3.976,,1.536,,,,,,
3.0,,,,,,,,3.0,,,,
3.0,3.0,,,,,,,,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,,,,3.0,,3.0,
,,,,,1.064,,,0.984,,,,
,2.472,,,1.852,,,,,,,,
,,,,,,3.0,,3.0,,,,
,,3.0,3.0,,,,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,,,,,,3.0,,3.0,
,,,3.0,,,,,,,3.0,,
3.0,,,,,,,,,,,,3.0
,,,,,,3.0,,,,,,3.0
,,,,,1.016,,,,,,,0.996
,,3.0,,,,,,,,3.0,,
,,,,1.412,,,,,,,2.452,
,,,,,5.0,0.0,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,0.988,,,,,2.788,,,
,,,,0.48,3.08,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,,,3.0,,3.0,,
,2.656,,,,,,,,2.676,,,
2.928,,,2.928,,,,,,,,,
3.0,,,,,,,,,,,,3.0
,2.504,,,1.684,,,,,,,,
,,,,,,3.0,,,3.0,,,
,,,,,1.064,,,,,,0.984,
,,0.992,,,1.032,,,,,,,
2.184,,,,2.204,,,,,,,,
,,3.16,,0.56,,,,,,,,
,,,,,,,3.0,3.0,,,,
,,,,4.064,,1.404,,,,,,
3.0,,,,,,,,,,,,3.0
,,,3.0,,,,,,,3.0,,
,,,,,,,,,3.0,,,3.0
,3.064,,,,,,,,,,2.904,
,,,,,,,,3.0,,,3.0,
,,,3.08,,,,,,,2.88,,
,,0.992,,,1.032,,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,,,,,,3.0,,,3.0
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,3.0,,,
,,,,,5.0,0.0,,,,,,
,,3.0,,,,3.0,,,,,,
,,,2.384,,,,,,,,2.764,
0.996,,,,,1.016,,,,,,,
,2.288,,,1.968,,,,,,,,
,,2.84,,0.88,,,,,,,,
,,3.016,,0.576,,,,,,,,
,,,,,,,3.0,,,3.0,,
,,3.0,,,,,,,,,,3.0
,,,,,,,,,,3.0,3.0,
,,,,,5.0,0.0,,,,,,
,,2.524,,,,,,,,,2.464,
3.0,,,,,,3.0,,,,,,
,,,2.516,1.576,,,,,,,,
,,,,,,,,,2.784,,,2.764
,3.0,3.0,,,,,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,3.0,,,3.0
,,3.0,,,,,,,,,3.0,
,3.0,3.0,,,,,,,,,,
,,,,3.136,,,1.796,,,,,
,3.0,3.0,,,,,,,,,,
2.18,,,,2.18,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,3.0,,,3.0,
,3.0,,3.0,,,,,,,,,
,,,,1.732,,,,2.412,,,,
,3.0,,,,,,,,,,,3.0
,3.0,3.0,,,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,,3.008,2.988,
,,,,,,2.448,,3.368,,,,
,,,3.0,,,,,,,,,3.0
,,,,1.484,,,,,,,2.564,
3.0,,,,,,,,,,,,3.0
3.0,3.0,,,,,,,,,,,
,,,,,1.032,,0.992,,,,,
,,,3.0,,,,,,,3.0,,
,3.0,,,,,,,,,,,3.0
0.996,,,,,1.016,,,,,,,
,,,,1.208,,,,,2.868,,,
,,,,,3.0,,,,,0.5,,
,,,3.0,,,,,,,,,3.0
,,,,,,2.748,,3.168,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,,,,3.0,,
,,,,0.492,3.032,,,,,,,
,,,,,,3.0,,,,3.0,,
,,3.0,3.0,,,,,,,,,
,,3.0,,,,,,,,,3.0,
,3.0,,3.0,,,,,,,,,
,,,,,1.016,,,,0.996,,,
,,,,0.512,2.952,,,,,,,
,,,,,1.096,,,0.976,,,,
,3.0,,,,,,3.0,,,,,
,,2.86,,,,,,,,,,2.82
,,,,,,,3.0,3.0,,,,
,,,3.0,,,,3.0,,,,,
,,3.0,,,,,,,,,,3.0
,,3.0,,,,,,,3.0,,,
,,,,,,2.988,,,3.008,,,
,,,,,,,3.0,3.0,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,3.0,,,,,3.0,
3.0,,,,,,,,,3.0,,,
,3.0,,,,,,,3.0,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,,,,2.732,,,2.532
,3.0,,,,,,,,,,,3.0
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,3.0,
,,,,,5.0,0.0,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,3.0,3.0,,
,3.0,,3.0,,,,,,,,,
,,,,,,,,3.0,,,3.0,
,,,,,,,3.0,,,3.0,,
,,,,,1.032,,0.992,,,,,
,,,,,,3.0,,,,,,3.0
,0.972,,,,1.112,,,,,,,
,,,1.992,,,,,,,,,2.712
,3.0,,,,,,,,,,3.0,
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,,,,,3.0
,,,,,,,,3.0,,3.0,,
,,,,,,,3.0,,,3.0,,
,,,,,1.064,,,0.984,,,,
,,,,,1.016,,,,,,,0.996
,,,,0.972,,,,,2.972,,,
,,,,,,,,3.0,,,3.0,
,,,3.0,,,,,,,3.0,,
,,3.0,,,,,,3.0,,,,
,3.0,,,,,,,,,,3.0,
,,,,2.152,,,,,,2.132,,
,,3.0,,,,,,,3.0,,,
,,,,,,,2.748,3.168,,,,
,,,,,,,,,3.0,,3.0,
,,,,0.456,3.176,,,,,,,
,3.0,,,,,3.0,,,,,,
,,,3.0,,,,,,,,3.0,
3.0,,,,,,3.0,,,,,,
,,,3.0,,,,3.0,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,3.0,,,,,0.5,,
,,,,,,,,2.996,,,2.996,
,,,3.0,,,,,,3.0,,,
3.0,,3.0,,,,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,1.132,,,,,2.732,,,
,,,,,5.0,0.0,,,,,,
2.132,,,,2.152,,,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,3.0,,,,,0.5,,
,,,,,,,,2.504,,,,2.244
3.0,,,,,,,,,,,,3.0
,3.0,,,,,,,,3.0,,,
,,,,3.976,,1.536,,,,,,
,2.42,,,1.62,,,,,,,,
,,,,,,3.0,,,3.0,,,
,,,,3.088,,,1.888,,,,,
,3.0,,3.0,,,,,,,,,
3.0,,,,,,,,,,3.0,,
,,,3.0,,,,,,,3.0,,
,,3.0,3.0,,,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,1.016,,,,,,,0.996
,,,3.0,,,,,3.0,,,,
,,,,,,,,2.988,,,3.008,
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,,,,,,,3.0,3.0,,,
2.236,,,,2.256,,,,,,,,
,3.0,3.0,,,,,,,,,,
,,,,,,3.0,,3.0,,,,
,,,,,,,,,,3.0,,3.0
,,,,,,,,3.0,,,,3.0
,,,2.868,,,,,,,,2.928,
0.996,,,,,1.016,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,4.064,,1.404,,,,,,
,,,,3.156,,,1.896,,,,,
,,0.992,,,1.032,,,,,,,
,,3.0,,,,,,3.0,,,,
,,3.0,,,,,,,,3.0,,
,,,,,,,3.0,,,,,3.0
,,2.72,,0.68,,,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,3.0,,,3.0,,,
,0.972,,,,1.112,,,,,,,
,,,,,,,3.0,,3.0,,,
2.288,,,,2.288,,,,,,,,
,,,,,,,,,3.0,,,3.0
,,,,1.288,,,,,,,,2.608
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,,3.0
,,2.8,,,,,,2.58,,,,
,,,3.0,,,,,,3.0,,,
3.0,,,,,,,,,,3.0,,
,,,,,,,3.0,,,,3.0,
,,3.0,,,,3.0,,,,,,
,,,,,,,,,3.0,3.0,,
3.0,,3.0,,,,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,,,3.0,3.0
3.0,,,,,,,,,,,3.0,
,,,,2.156,,,,2.296,,,,
,,,2.224,1.684,,,,,,,,
,,,,,1.144,,,0.964,,,,
,,,,,,,,3.0,,,,3.0
,,,,,,,3.0,,,,3.0,
,,,,,5.0,0.0,,,,,,
,,,,1.584,,,,,,,2.584,
,,,,,,,3.0,,,3.0,,
,,,,,1.064,,,,,,0.984,
,,,,,,,3.0,,,3.0,,
,,,,,1.064,,,,,,0.984,
,,,,,,,2.976,,,3.016,,
,,,3.0,,,,,,,,3.0,
,3.0,,,,,,3.0,,,,,
,,,,,,,,,3.0,,3.0,
,,,,,,,,,,3.0,3.0,
3.0,,3.0,,,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,2.596,,,2.536
3.0,,,,,,,,3.0,,,,
,,3.0,,,,3.0,,,,,,
,2.704,,2.964,,,,,,,,,
,2.92,,,,,,,,,2.92,,
,,,1.796,,,,,,2.056,,,
,,,,,,3.0,3.0,,,,,
,,,,,1.08,,,0.98,,,,
,,,,,,,,3.0,,,3.0,
,,,0.492,,3.032,,,,,,,
,,,,,3.032,,,,,0.492,,
3.0,,,3.0,,,,,,,,,
,2.4,,,,,,,,,,2.68,
,,,,,,,3.0,,,,3.0,
,,,,,,,,3.0,,,,3.0
3.0,,,,,,3.0,,,,,,
3.0,,,,,,,3.0,,,,,
,0.992,,,,1.032,,,,,,,
,,,,1.776,,,,,,,2.576,
,,3.0,,,,3.0,,,,,,
,,,,,,3.0,,,,,,3.0
,2.668,,,1.488,,,,,,,,
,,,,,1.032,,0.992,,,,,
,3.0,,,,,,,,3.0,,,
3.0,,,,,,,,,,3.0,,
3.0,,3.0,,,,,,,,,,
3.0,,,3.0,,,,,,,,,
,,,3.0,,,,,,,,,3.0
,,,,,,3.0,,,,3.0,,
,,,,,,,,,3.0,,3.0,
,3.0,3.0,,,,,,,,,,
,,,,2.424,,,,,,2.224,,
,,3.0,,,,,,,,,3.0,
,,3.0,,,,,,3.0,,,,
,,0.992,,,1.032,,,,,,,
,,,,,1.096,,,,0.976,,,
,,,,,,3.0,,,,,3.0,
3.0,,,,,,,,,3.0,,,
,,,3.0,,,,,3.0,,,,
,,,,1.4,,,,,2.52,,,
,,,,2.12,,,,2.22,,,,
,,,,,,,,,,3.0,3.0,
3.0,3.0,,,,,,,,,,,
,,,,1.372,,,,,,,,2.672
,,,,,,,2.844,3.104,,,,
,3.0,,,,,,,,,3.0,,
3.0,,,,,,,,,,,3.0,
,,,3.0,,,,3.0,,,,,
,,3.008,,0.688,,,,,,,,
,,,,,,0.036,,,,4.976,,
0.996,,,,,1.016,,,,,,,
,,,,,,,2.988,,,,3.008,
,,,,1.472,,,,,,,,2.612
,,,,2.012,,,,2.212,,,,
,,,,,,,3.0,,,,3.0,
,,3.0,,,,3.0,,,,,,
,,,,,,,,,3.0,3.0,,
,,,,,1.032,,,,,,,0.992
,,,,3.992,,1.512,,,,,,
,,3.0,,,,3.0,,,,,,
,,3.0,,,,,,,,,,3.0
3.0,,,,,,,,,,,,3.0
2.72,,,,,,,,,,2.74,,
,,,,4.048,,1.428,,,,,,
,,,,,1.064,,,,,,0.984,
,,,,,,,,,,3.0,3.0,
,3.0,,,,,,,,3.0,,,
3.0,,,,,,3.0,,,,,,
,,,,,1.096,,,,,,,0.976
2.572,,2.592,,,,,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,3.0,,,,,,,,3.0,
,,,,1.392,,,,,2.632,,,
,,,,4.112,,1.332,,,,,,
,3.0,,,,,3.0,,,,,,
,,3.0,,,,,3.0,,,,,
,,,,,,2.604,,,,,,3.264
,,,3.0,,,,,3.0,,,,
,,,,,1.032,,0.992,,,,,
,,,,,1.032,,,,,,,0.992
,,,,1.976,,,,2.536,,,,
,,,,,,2.988,,,3.008,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,,,3.0,3.0
,,,,,5.0,0.0,,,,,,
,,,,4.008,,1.488,,,,,,
3.0,,,,,,,,,3.0,,,
,,,3.0,,,,,,3.0,,,
,,,,1.572,,,,,,,2.472,
3.0,,,,,,,,,3.0,,,
,,,,,,,3.0,,,,,3.0
,,,,,1.064,,,,,,0.984,
,,,,,1.032,,0.992,,,,,
,,,,,5.0,0.0,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,3.032,,,,,0.492,,
,,,,1.344,,,,,,2.664,,
,,,,1.612,,,,,,,2.452,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,,,,,,3.0,
,3.344,,,,,,2.484,,,,,
,3.0,,,,,,,,,3.0,,
,,,,,,3.0,,3.0,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,2.772,,3.152,,,,
,,3.0,,,,,,,,3.0,,
,3.0,,,,,,,,,,,3.0
,,,,1.428,,,,,2.748,,,
,,,3.0,,,3.0,,,,,,
2.996,,,,,,,,,,,2.996,
3.0,3.0,,,,,,,,,,,
,,3.0,,,,,3.0,,,,,
