s_0_score,s_10_score,s_11_score,s_12_score,s_13_score,s_14_score,s_15_score,s_16_score,s_17_score,s_18_score,s_19_score,s_1_score,s_20_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,2.252,,,,,,,,,,,,,,1.712,,,,,
,,,,,1.136,,,,1.136,,,,,,,,,,,
,,,,,,,,,,,,,,2.964,,,,,,3.024
,,,4.912,,,,,0.032,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.016,,0.996,,
,,,,,,5.0,,,,,,,,0.0,,,,,,
,,,,,,,,,,,,,,2.964,,,,,,3.024
,,,,,5.0,,,,,,,,,0.0,,,,,,
,,,,,,1.484,,,,2.504,,,,,,,,,,
,0.04,,4.88,,,,,,,,,,,,,,,,,
,,,,,,,,,1.108,,,,,,,,1.108,,,
,,1.096,,1.076,,,,,,,,,,,,,,,,
1.428,,,,,,,,,,,,,,,,1.448,,,,
1.416,,,,,,,,,,,,,,,,1.436,,,,
,,,,,1.076,,,,,,,,,,,,,1.036,,
,,,,,,,,0.532,,,,,,,,,,3.772,,
2.116,2.116,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,5.0,,,
,,,,,,,,4.968,,,,,,0.048,,,,,,
,,,,1.036,,,,,,,,,,,,,1.116,,,
,,,,2.068,,,,,1.588,,,,,,,,,,,
,,2.66,,,,,,,,,1.14,,,,,,,,,
,,,,,,,,0.08,,,,,,,,,4.82,,,
,1.232,,,,,2.952,,,,,,,,,,,,,,
,,,,1.876,,,,,,2.136,,,,,,,,,,
,,,0.884,,,,,,,,,,,,,,,2.604,,
,,,,,1.092,,,,,,,,,,,,,,1.092,
,,,,,1.092,,,,,,,,,,,,,,1.092,
,,,,,,,,,,2.784,1.304,,,,,,,,,
,,1.056,,,,,,,,,,,,,,,,,,1.036
,,,,,,,4.992,,,,,,,0.012,,,,,,
,,,,,,5.0,,,,,,,,0.0,,,,,,
,,,,,,,,,1.012,,,,,,,,,1.072,,
,,2.928,,,,,,,,0.548,,,,,,,,,,
,,,,,,,,,,,0.924,2.904,,,,,,,,
,,,0.884,,,,,,,,,,,,,,,2.604,,
,,,2.572,,,,1.112,,,,,,,,,,,,,
,,,,,1.132,,,,,,,1.192,,,,,,,,
,,,,,,1.484,,,,,,2.724,,,,,,,,
,,,,2.556,,,,,,,1.516,,,,,,,,,
,2.848,,,,,,,,,,,,,,1.568,,,,,
,,,,,,,,0.276,,,,4.556,,,,,,,,
,,,,,,,0.592,,,,,,,,,,2.912,,,
,,,,,,,,,,0.644,,,,,,,,,2.884,
,,1.28,,,,,,,,1.12,,,,,,,,,,
,1.384,,,,,,,,2.344,,,,,,,,,,,
2.024,,,,2.024,,,,,,,,,,,,,,,,
,,,,,,,,,4.992,,,,,0.012,,,,,,
,,,,,,,,,,,,,,,,1.872,,,,1.232
,,,,,,0.504,,,,,,,2.984,,,,,,,
,,1.248,,,,,,,,,,,,,,,,,,1.268
,,,,,,,,,,,3.96,,,1.56,,,,,,
,,,,,,,,,,,,0.98,1.08,,,,,,,
,,,,1.536,,,,,,,,,,,,,,,,1.556
,,,,,,,,,1.032,,,,,,0.992,,,,,
,,,2.5,,,,,,,1.4,,,,,,,,,,
,,,,,,,,,,,0.672,,,,,,2.972,,,
,,,,0.616,,,,,,,,2.676,,,,,,,,
,,,0.176,,4.636,,,,,,,,,,,,,,,
,,,,,,,,2.296,,1.236,,,,,,,,,,
,,,,,,,,,,,,,,,,1.08,0.98,,,
,,,0.076,,,,,,,,,,,,,,,,4.856,
,,,,,,,0.688,,,,,,,,,,,2.868,,
,,,1.856,1.856,,,,,,,,,,,,,,,,
1.868,,,,,,,,,,1.888,,,,,,,,,,
,,,,,,,,0.12,,,,4.8,,,,,,,,
,2.856,,,,,,,,,,,,,,1.576,,,,,
,,,0.124,,,,,,,,,4.744,,,,,,,,
1.056,,,,,,,,,,,,,,,,,,,,1.076
,,,,,,,,,,0.984,,,,,,1.124,,,,
,4.912,,,,,,,0.032,,,,,,,,,,,,
,,,0.12,,,,,,,,,4.76,,,,,,,,
,,,,,,,,0.556,4.016,,,,,,,,,,,
,0.824,,,2.804,,,,,,,,,,,,,,,,
,,,,,,,,,1.012,,,,,,,,,1.072,,
,,,,,,,,,1.064,,,,,,,,1.144,,,
,,,,,,,,3.284,,,,,,,1.684,,,,,
,,,,,,,,,,,,,,,,,1.016,,,1.056
,,,2.572,,,,1.112,,,,,,,,,,,,,
,1.016,,,,,,,,,,,,,,,,,,,1.056
,,,,1.5,,,,1.66,,,,,,,,,,,,
,,,,,1.612,,,,,,,,,,,,,1.292,,
,1.068,,,,,,,,,,,,,,,,,,1.028,
,,,,,,,,,,,,,,0.012,,,4.992,,,
,,,,1.208,1.068,,,,,,,,,,,,,,,
,,,,,,,,,,1.204,,,,,,,,1.204,,
,,2.008,,,,,,,1.048,,,,,,,,,,,
,,,,,,0.504,,,,,,,2.984,,,,,,,
,,,,,,,,,1.096,,,,,,,,,0.976,,
2.324,,,,,,,,,,2.324,,,,,,,,,,
,,,2.572,,,,1.112,,,,,,,,,,,,,
,,,,,,,0.5,,,,,,3.0,,,,,,,
,1.068,,,,,,,,,,,,,,,,,,1.028,
2.264,,,,,,2.264,,,,,,,,,,,,,,
,,,,,,,,,,,0.872,,,,,,,,,2.592
,,,,,,,,,,,,1.12,,,,,,,1.06,
,,2.844,,,,0.984,,,,,,,,,,,,,,
,,,,,0.912,,,,,,,,,,,,1.472,,,
,,,,,,,,,,,,,,0.024,,,,,,4.984
,,,,1.848,1.488,,,,,,,,,,,,,,,
,,,,,,,,,,,0.772,,,,,,,2.892,,
,1.068,,,,,,,,,,,,,,,,,,1.028,
,,,,,,,,,,,,1.072,,,,,1.092,,,
,,,,,,1.592,,,,2.252,,,,,,,,,,
,,,,,,2.704,,,,,,,,,1.524,,,,,
,3.336,,,,,,,,,,,,,,1.656,,,,,
,,,,,,,,,,,,,1.096,,,,,0.976,,
,,,,4.992,,,,,,,,,,0.012,,,,,,
,,,,2.004,,,1.824,,,,,,,,,,,,,
,,,,,,,,,,,,4.992,,0.012,,,,,,
,,,,,,,0.612,,,,,,,,,,,,,2.912
,,,,,,,,4.968,,,,,,0.048,,,,,,
,,,,,,,,,,,0.912,2.772,,,,,,,,
,,,,,1.336,,,,,,,1.696,,,,,,,,
,,,0.076,,,,,,,,,,,,,,,,4.856,
,,,,,,,,,,,,,,,,1.076,,,,1.036
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,,,,0.0,,,5.0,,,
,,1.096,,,,,,,,,,,,,,,,,,1.136
,,,0.024,,,,,,,,,,4.904,,,,,,,
,,,4.912,,,,,0.032,,,,,,,,,,,,
,5.0,,,,,,,,,,,,,0.0,,,,,,
,,,,,,,,,,,,4.992,,0.012,,,,,,
,,,,,1.96,1.68,,,,,,,,,,,,,,
,,,,,,,,,,,,4.992,,0.012,,,,,,
,,,,,,,,,,1.588,,,,,,,,,1.568,
2.42,,,,,2.44,,,,,,,,,,,,,,,
,,,,,,,,1.628,,,,,,,,,,1.588,,
,,,0.1,,,,,,,,,,,,,,4.76,,,
,,,,,,2.468,,,,,1.708,,,,,,,,,
,,,,,,,,,,,,,1.096,,,,,0.976,,
,,,,,3.288,,,,,,,,,,2.528,,,,,
,,,,,,,,,,,0.98,2.66,,,,,,,,
,,,,,,,,,,1.06,,,,,,,,,,1.1
,,,,,,,,1.628,,,,,,,,,,1.588,,
,2.7,,,,,,1.04,,,,,,,,,,,,,
,,,,,,,,,,,0.508,,2.968,,,,,,,
,,1.148,,,,,,,,,,,,,,,,,1.068,
,,,0.756,,,,,,,,,,,,,,,3.276,,
,4.832,,,,,,,0.092,,,,,,,,,,,,
,,2.008,,,,,,,1.048,,,,,,,,,,,
,,1.044,,1.124,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.08,,,0.98
,,,,,1.604,,,,,,,,,,,,,2.004,,
,,1.036,,,,,,,,,,,,,,1.056,,,,
1.408,,1.428,,,,,,,,,,,,,,,,,,
,,,,,1.476,,,,,1.876,,,,,,,,,,
,,,,,,,0.5,,,,,,3.0,,,,,,,
1.004,,,,,,,,,,,,,,,,,,,,1.024
,,,,,,,,0.12,,,,4.8,,,,,,,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,,2.912,,,,,,,,,1.532,,,,,
,,,,,,,,,,,,1.056,,,,,,1.036,,
,,,,,,,,,,,0.776,,,,,,,2.796,,
,,,,,0.912,,,,,,,,,,,,1.472,,,
,,,,,,,,,,,,,,,,1.016,,,1.056,
,,,,,,,0.5,,,,,,3.0,,,,,,,
,,,,,,,,,,,,,,,1.984,,,,3.644,
,,,,,,,,,,,,,,,,,1.06,,1.12,
,,,2.932,,,,,,,,1.152,,,,,,,,,
,,,,,,,,4.968,,,,,,0.048,,,,,,
,,,2.656,,,,,,,,1.116,,,,,,,,,
,,,,,,,0.592,,,,,2.932,,,,,,,,
,,,,,,,,0.208,,,,,,,,,,,4.588,
,,,,,2.992,,1.632,,,,,,,,,,,,,
,2.78,,,,,,0.94,,,,,,,,,,,,,
,,,,,,,0.612,,,,,,,,,,,,,2.912
,,,0.076,,,,,,,,,,,,,,,,4.856,
,,1.656,,,,,,,,,,,,,,,,1.176,,
2.36,,,,,,,,,,,,,,,,,,2.36,,
,,,,0.992,,,,,,,,,,,,,,,,1.112
,,,,,,2.912,,,,,,,,,1.532,,,,,
,,1.392,,,,1.312,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.076,,,,1.036
2.224,,,,,,,,,,,2.224,,,,,,,,,
,,,,,,,0.592,,,,,,,,,,2.912,,,
,,,,,,,,,,,,,,2.004,,,,,3.664,
,,,,,,,,,,,,1.076,,,,1.036,,,,
,,,,,0.88,,,,,,,,1.48,,,,,,,
2.096,,,,,,2.116,,,,,,,,,,,,,,
,,2.252,,,,,,,,1.192,,,,,,,,,,
,,,,,,,,1.676,,,,,,,,2.476,,,,
,,,,,,,,0.02,,,,,4.92,,,,,,,
,,,,,,,,,,,,,1.048,,,0.988,,,,
,,,,,,,,,,,,,,,1.04,,,1.18,,
,2.7,,,,,,1.04,,,,,,,,,,,,,
,4.58,,0.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.72,,,,,,,,,3.0
,,,,,,,,0.12,,,,4.8,,,,,,,,
,,,,1.0,,,,,,,,,,,,,,1.1,,
,,,,,,,,,,,,,,,,1.028,,,1.068,
,,,,,,,,,,,,,,,,,,,1.076,1.076
,,4.676,,,,,,0.176,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.016,,1.096,,,
,,,,,,,,,,,,,,,,,1.06,,1.12,
,,1.032,,,,,,,,,,,,,,,1.072,,,
,,,,,,,,,,,,,1.08,,,,,,,0.98
,,,,,,,,,,,,,,,2.004,,,,3.664,
,,,,,,,,,,,1.204,,,,,2.524,,,,
,2.968,,,,,,,,,,0.708,,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,0.952,2.992,,,,,,,,
,,,1.376,,2.216,,,,,,,,,,,,,,,
,,,,1.376,,,,,,,,,,,,2.616,,,,
,1.152,,,,,,,,,,,1.032,,,,,,,,
1.628,,,1.648,,,,,,,,,,,,,,,,,
,,,0.024,,,,,,,,,,4.904,,,,,,,
,1.068,,,,,,,,,,,,,,,,,,1.028,
,,,,,,,,,,,,,,,2.004,,,,3.664,
,,,,2.232,,,,,,,,,,,1.472,,,,,
,,,,,,,,,1.26,,,,,,,1.88,,,,
,,,,,,,,,1.132,,,,,,,,,,1.132,
,,,,,,,,0.02,,,,,4.92,,,,,,,
,,,,,,,,,,,,4.944,,0.084,,,,,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,,,,,5.0,,,,,,,,,0.0,,,,,,
,,,,,,,0.592,,,,,2.932,,,,,,,,
,,,,,2.58,,,,,,1.58,,,,,,,,,
,,,,,,,,0.752,,,,2.292,,,,,,,,
,,,,,1.652,,,1.892,,,,,,,,,,,,
,,,,0.94,2.74,,,,,,,,,,,,,,,
,,,0.208,,,,,,,,,,,,,,,,,4.608
,,,,,0.58,,,,,,,,2.68,,,,,,,
,,,,,,,,,,4.976,,,,0.036,,,,,,
,,,,,,,,,,,0.52,,2.92,,,,,,,
1.608,,,,,,,,,,,,1.628,,,,,,,,
1.804,,,,,1.804,,,,,,,,,,,,,,,
,,,,,2.82,,,,,,,,,,1.78,,,,,
2.188,,,,,,,2.208,,,,,,,,,,,,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,2.292,,,,,1.672,,,,,,,,,,
,,,,,,0.508,,,,,,,2.968,,,,,,,
,,,,,,,,0.728,,,,,,,,,,,,2.128
1.052,,,,,,,,,,,,,,,,1.072,,,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,,,,0.684,,,,,,,,,,,,,,2.824,,
,,,,,,,,,,,,,,,,,1.044,1.064,,
,,,,1.392,,,,,,,,,,,,2.612,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,1.424,2.504,,,,,,,,
,,,,,,,,,,,,,,0.012,,,,,,4.992
,,2.312,,,1.292,,,,,,,,,,,,,,,
,0.988,,,,,,,,,,,,1.048,,,,,,,
,,,1.216,,,,,2.216,,,,,,,,,,,,
,,1.78,,,,,,,1.12,,,,,,,,,,,
,,,2.76,,,,,,,,,,,,1.68,,,,,
,,,,,,,,,1.004,,,,,,,,,,,1.024
,,,,,4.6,,,,,,,,,0.6,,,,,,
,,,,,,,,,,,3.012,,,,1.852,,,,,
,,,,2.524,,,,,,,1.464,,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,,0.096,,,,,,,4.796,
,,,,,,,,,,,,,1.016,,,,,0.996,,
,,,,,1.104,,,,,,,,,,,,,,2.104,
1.052,,,,,,,,,,,,,,,,1.072,,,,
,2.008,,,,,,1.688,,,,,,,,,,,,,
,,,,2.232,,,,,,,,,,,1.472,,,,,
,,,,,,,,,,1.064,,,,,,,,1.464,,
,,,2.272,,,,,,,1.372,,,,,,,,,,
,,,,,1.276,,,1.836,,,,,,,,,,,,
,0.82,,,,,,,,,,,,1.72,,,,,,,
,,1.452,,,,,,1.372,,,,,,,,,,,,
,,,,,,,,,,,,0.164,,,,,4.664,,,
,,,,,,,,,,,,,,,,,,1.008,,1.008
,,,2.3,,,1.38,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.004,1.084
,,,,,,,3.0,3.0,,,,,,,,,,,,
,,,,,1.984,,,,,,,,,,,,,2.044,,
,,2.056,,,,,,,,,,1.516,,,,,,,,
,,,,,,,,,,,1.596,,,,,2.576,,,,
,,,,,,,,,,,,1.464,,,,,,2.644,,
,1.104,,,,,,,1.704,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,5.0,,,
,,,,,,,,,,1.028,,,,,,,,,1.008,
,,3.14,,,,,,,,,,,,,2.0,,,,,
,,,,,2.44,,,,,,1.6,,,,,,,,,
,,,,,,,,,,,,,,0.0,,,5.0,,,
,,,,,,,,,,4.976,,,,0.036,,,,,,
,,,,,,,,0.88,,,,,,,,,,,2.0,
,,,,,,,,3.0,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,1.016,,1.096,,,
,,,,,,2.476,,,,,1.756,,,,,,,,,
,,,,,,,,,,,0.752,,,,,,,,,2.692
,,,,,,,,,,,,,1.032,,,,,0.992,,
,,,,,3.18,,,,,,,,,,1.98,,,,,
,,,,,,,2.684,,,,1.704,,,,,,,,,
,,,,,,,,,,,,,,,,,1.06,1.02,,
,,,,,,,,1.54,,,,,,,,1.64,,,,
,,,,,1.02,,,,,,,,,,,,,,1.08,
,,,,,,,,,,,,0.12,,,,,,4.74,,
,,,,,,,,3.0,,,,,,,3.0,,,,,
,,,,,,,,0.808,,,,,,,,,,,2.168,
,,3.992,,,,,,,,,,,,1.512,,,,,,
,,,,,,,,,,4.976,,,,0.036,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,0.156,,,,,,,,,,,,,,4.616,,,
,0.82,,,,,,,,,,,,1.72,,,,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,,0.588,,,,,,,,,,,,,,,,2.928
,2.18,,,,,,,,,1.6,,,,,,,,,,
,,,,,,,,,,,,0.34,,,,,4.32,,,
,,,,,,,0.988,,,,,,1.048,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,2.332,,,1.472,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,0.82,,,,,,,,,,,,1.72,,,,,,,
,,,,,,2.044,2.044,,,,,,,,,,,,,
,,,,,2.424,,,,,,1.864,,,,,,,,,
,,,,,,,,,,,,0.024,,,,,,,,4.944
,,,,,,,3.012,,,,,,,,2.012,,,,,
,4.344,,,,,,,,,,,,,0.984,,,,,,
,,,0.048,,,,,,,,,,,,,,,,4.868,
,,,,,,,,,,,,,,,,,1.86,1.44,,
,,1.724,,,1.324,,,,,,,,,,,,,,,
,,,,,,,,,1.016,,,,,,,,,1.156,,
,,,,,,,,,1.036,,,,,,,,1.096,,,
,,,,,,,,,,,,,,,1.62,2.52,,,,
,,,,,,,1.092,,,,,,,,,1.132,,,,
2.228,2.228,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.02,4.92,,,,,,,
,,,,,0.996,,,,,,,,1.016,,,,,,,
,,,,,,,,,,1.068,,,,,1.008,,,,,
,,,1.36,,,,,2.06,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,2.552,,,,,,,,,1.112,,,
1.608,,,,,,,,,,,,1.628,,,,,,,,
,,,,,,,,,,4.976,,,,0.036,,,,,,
,,,,,,,,,,2.176,,1.816,,,,,,,,
,,,,,,,,0.672,,,,2.352,,,,,,,,
,,,,,0.996,,,,,,,,1.016,,,,,,,
,,,1.788,,1.368,,,,,,,,,,,,,,,
,,,,,1.8,1.9,,,,,,,,,,,,,,
2.396,,,,,,,,,,,,,,,,2.396,,,,
,0.996,,,,,,,,,,,,,,,,,,1.116,
,,,,,,,,,,,,,,1.488,,,,,4.008,
,,,,,,1.312,,,,,,,,,,,,,2.632,
,,,,,,,,,,,,,,,1.0,,,,,1.04
,,2.056,,,,,,,,,,1.516,,,,,,,,
,0.82,,,,,,,,,,,,1.72,,,,,,,
,,,0.572,,,,,,,,,,2.712,,,,,,,
,1.908,,,1.988,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.06,,,,4.96,,
,,,,,,,,,,,,,1.032,,,,,,0.992,
,,,,,,,,,,,,,,,,,1.24,,2.14,
,,,,,,,,,,2.716,1.436,,,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,2.324,,,,,,,,,,,,,,,,1.084,,
,0.924,,1.684,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2.1,2.72,,,,
2.248,,,,2.268,,,,,,,,,,,,,,,,
1.804,,,,,,,,,,,,,,,,,1.824,,,
,,,,,,,3.028,,,,,,,,1.788,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,1.96,,,1.96,,,,,,,,,,,,,,,,
,,2.308,,,,,,,,,,,,,,,,1.088,,
,3.644,,,,,,,,,,,,,,2.004,,,,,
,,,,,,,,,,,1.284,,,,,,2.564,,,
,,,,,,,,,,,0.724,,,,,,,,,2.824
,,,,1.464,,,,,,,,,,,,,2.084,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,0.984,,,,,,,,,,,,,,,,,1.924,,
,,,,,,,,,1.084,,,,,,,1.104,,,,
,,,,,,,,2.828,,,1.108,,,,,,,,,
,,2.056,,,,,,,,,,1.516,,,,,,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,1.46,,,,,,,,,,1.62,,
2.996,,,,,,,,,,,,,,,,,,2.996,,
,2.084,,,,,,2.224,,,,,,,,,,,,,
,,,,,,,,0.932,,,,,,,,,,,2.152,
,,,1.708,,,,,,,1.768,,,,,,,,,,
,,,,,,,3.016,,,,,,,,2.716,,,,,
,,,,,,,,,,,,,,,,,,,1.044,1.084
1.872,,,,,,1.892,,,,,,,,,,,,,,
,,,,,,3.104,,,,,,,,,1.704,,,,,
,,,,,3.008,,,,,,,,,,2.988,,,,,
,,,1.78,,,,,,,,,,,,,,1.38,,,
,,,,,,,,,,,,,1.032,,0.992,,,,,
,,,,2.456,,,1.536,,,,,,,,,,,,,
,,,,,,,,,,2.4,1.58,,,,,,,,,
,,,,,,,,,,,1.124,2.724,,,,,,,,
,,,,,,,,,,1.064,,,,,,,,,,1.024
,,,,,1.884,,,,,,,,,,,,1.844,,,
,,,,,2.296,,2.076,,,,,,,,,,,,,
,,,,,,,,,,,,2.332,,,1.472,,,,,
2.348,2.368,,,,,,,,,,,,,,,,,,,
2.348,2.368,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.172,,,,,,,,1.112,,
,,,,,,,,,,,,,1.016,,,0.996,,,,
,,,,,,,,,1.256,,,,,,,,,1.296,,
,0.64,,,,,,,,,,,2.5,,,,,,,,
2.132,,,2.152,,,,,,,,,,,,,,,,,
,,,,,,1.672,,,,,,,,,,,1.692,,,
,,,,,,,,,1.056,,,,,,,,,,1.096,
,,,,,,,,,4.984,,,,,0.024,,,,,,
,,,,,,,,,,,0.604,,,,,,,3.004,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,0.636,,,,,,,,,,,,2.456,,,,,,,
,1.496,,2.156,,,,,,,,,,,,,,,,,
,1.596,,,,,,,,,2.216,,,,,,,,,,
,,,,,,,,,1.004,,,,,,,,,,,1.024
,,,,,,,1.004,,3.024,,,,,,,,,,,
,,,,,,,,,1.072,,,,,,,,,,1.072,
,,1.08,,,,,,,,,,,,,,,,,,1.14
,,,,,1.848,,,,1.868,,,,,,,,,,,
,,,,,,,,,,1.504,,,,,,,2.144,,,
,,,,,,,,,,,,,,,,,0.52,,,2.96
,,,3.332,,,0.612,,,,,,,,,,,,,,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,,,,0.644,,,,,,,,,,,,,,,2.904,
,,,,,2.164,,,,,,,1.624,,,,,,,,
,,,,,1.904,,,,,,,,,,,,1.984,,,
,,,4.984,,,,,,,,,,,0.024,,,,,,
,1.496,,2.156,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.096,,,,,,,,1.036,,
,,,2.984,,,,,,,,,,,,,,0.504,,,
,,,,0.588,,,,,,,,,,,,,,,,2.928
2.348,2.368,,,,,,,,,,,,,,,,,,,
,,,,,3.008,,,,,,,,,,2.988,,,,,
,,,,,,,,,1.024,,,,,,,1.004,,,,
1.036,,,,,,,,,,,,,,,,,,,1.056,
,,,,,,,,,,,3.204,,,,1.984,,,,,
,,,1.524,1.904,,,,,,,,,,,,,,,,
,,,,0.512,,,,,,,,,2.952,,,,,,,
,,,,,,,,,,,0.832,2.892,,,,,,,,
,,,,,,5.0,,,,,,,,0.0,,,,,,
,,,,,,,,,1.072,,,,,,,,,,1.072,
,,1.876,,,,,,,1.336,,,,,,,,,,,
,,,,,2.7,1.58,,,,,,,,,,,,,,
,,,,,,,,,,,0.716,,,,,,,,,2.796
,,,,,,,3.0,,,,,,,,3.0,,,,,
2.996,,,,,2.996,,,,,,,,,,,,,,,
,,,,,,2.54,,,,,1.88,,,,,,,,,
,,,,,,,,,,,,,,,1.992,,,,3.672,
,,,,,,,,0.804,,,,,,,,,,,2.244,
,,,,0.644,,,,,,,,,,,,,,,2.904,
,,,,,,,,1.688,1.688,,,,,,,,,,,
,,,,,,,,,2.36,,,,,,1.44,,,,,
,,1.864,,,,,,,1.344,,,,,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,0.64,,,,,,,,,,,2.5,,,,,,,,
,,,,,,,,,,,3.968,,,1.548,,,,,,
,,,,,,,,,,,3.1,,,,1.84,,,,,
,,2.688,,,,,,,,,,,,,,,0.868,,,
,,,,,,,,,,,,,,,2.092,2.712,,,,
,1.912,,,,,,1.992,,,,,,,,,,,,,
,,1.096,,,,,,,,,,,,,,,,,,1.136
,,,1.44,,,,,,,1.96,,,,,,,,,,
,,2.232,,,,,1.092,,,,,,,,,,,,,
,,,,,,,,,,,,,1.016,,,,,,0.996,
,3.268,,,,,,,,,,,,,,1.968,,,,,
,,,,,,5.0,,,,,,,,0.0,,,,,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,,,0.02,,,,,,,4.92,,,,,,,
,,,2.672,,,,,,,,1.112,,,,,,,,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,,,,,,,,0.12,,,,,,,4.76,
,,,,,,,,,,,,2.928,,,,,0.608,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,1.168,,,,,,,1.968,,,,,,,,,,,,
,,,,,,0.352,,,,,,4.512,,,,,,,,
,,1.056,,,,,,,,,,,,,,1.076,,,,
,,,,2.192,,,1.872,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.62,2.86,,
,,,,,1.256,,,,,1.256,,,,,,,,,,
,,,,,,,,,,,,1.056,,,,2.776,,,,
,,,,,,,,,,,,,,1.992,,,,,3.672,
,,,2.752,,,,,,,,1.132,,,,,,,,,
,,,,,2.752,,,,,,1.432,,,,,,,,,
,,,,,,,,,,1.032,,,,,,,,,1.032,
,,,,0.604,,,,,,,,,,,,,,2.924,,
,,,3.072,,,,,,,,,,,,1.632,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,1.3,,,,,,,,1.38,,,,,,,,,,
,0.636,,,,,,,,,,,,2.456,,,,,,,
,0.856,,,,,,,,,,,,,,,,2.416,,,
,,,,,,1.636,,,2.676,,,,,,,,,,,
,,1.084,,,,,,,,,,,,,,,,,,1.124
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,,,,1.068,,,,,,,,,1.128,,
1.824,,,,,,,,,1.844,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.004,,1.024
,,,,0.644,,,,,,,,,,,,,,,2.904,
,,,,,,,,,,,0.432,,3.272,,,,,,,
,,,,,,,1.368,,,,,,,,,,2.388,,,
,,,,,,1.188,,2.348,,,,,,,,,,,,
,,1.508,,,1.148,,,,,,,,,,,,,,,
,,,,,,,1.824,,2.364,,,,,,,,,,,
,,,,,,,,,,,0.508,,2.968,,,,,,,
,,,,,,,,,,,,0.024,,,,,,,,4.944
,,1.712,,,,,,,,,,,,,,,,1.272,,
,,,,,,,,1.564,,1.324,,,,,,,,,,
,,3.0,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,,,1.032,,,,,0.992,,
,0.8,,,,,,,,,,,,,,,2.54,,,,
,,,,,,,,,,,,,1.032,,,,,0.992,,
,,,,,,,1.016,,,,,,,,,,,1.096,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,1.56,1.98,,,,,,,,,,,,,,,,,,
,1.912,,,,,,1.992,,,,,,,,,,,,,
,,,,,,,,,,,,4.944,,0.084,,,,,,
,,,,,,,,,,,,,2.984,,,,0.504,,,
,,,,,,,,,,,,,,,,,,1.012,,1.092
,,,,,,,,,,1.048,,,,,,,,1.068,,
,,,,,,,,,,,,,1.032,,,,,,0.992,
,,,,2.776,,,,,,,,,,,1.596,,,,,
,,,,,,,,,2.192,,1.872,,,,,,,,,
,,,,,,,,,,,0.44,,3.24,,,,,,,
,,,1.352,1.332,,,,,,,,,,,,,,,,
,,0.648,,,,,,,,,,,,,,,,,,2.448
,,1.352,,,,,,,,,,,,,,,2.192,,,
,0.856,,,,,,,,,,,,,,,,2.416,,,
